honeywell,dps:8/44,140,2000,4000,8,1,20,35,32,3.0,10.082142857142857,5.656854249492381
honeywell,dps:8/49,140,2000,32000,32,1,20,134,175,17.0,10.082142857142857,13.228756555322953
honeywell,dps:8/50,140,2000,8000,32,1,54,66,57,5.0,10.20357142857143,7.54983443527075
honeywell,dps:8/52,140,2000,32000,32,1,54,141,181,17.0,10.20357142857143,13.45362404707371
honeywell,dps:8/62,140,2000,32000,32,1,54,189,181,17.0,10.20357142857143,13.45362404707371
honeywell,dps:8/20,140,2000,4000,8,1,20,22,32,3.0,10.082142857142857,5.656854249492381
ibm,3033:s,57,4000,16000,1,6,12,132,82,10.0,10.175438596491228,9.055385138137417
ibm,3033:u,57,4000,24000,64,12,16,237,171,14.0,10.263157894736842,13.076696830622021
ibm,3081,26,16000,32000,64,16,24,465,361,24.0,10.807692307692308,19.0
ibm,3081:d,26,16000,32000,64,8,24,465,350,24.0,10.653846153846153,18.708286933869708
ibm,3083:b,26,8000,32000,0,8,24,277,220,20.0,10.653846153846153,14.832396974191326
ibm,3083:e,26,8000,16000,0,8,16,185,113,12.0,10.5,10.63014581273465
ibm,370/125-2,480,96,512,0,1,1,6,15,0.304,10.004166666666666,3.872983346207417
ibm,370/148,203,1000,2000,0,1,5,24,21,1.5,10.019704433497537,4.58257569495584
ibm,370/158-3,115,512,6000,16,1,6,45,35,3.2560000000000002,10.039130434782608,5.916079783099616
ibm,38/3,1100,512,1500,0,1,1,7,18,1.006,10.001818181818182,4.242640687119285
ibm,38/4,1100,768,2000,0,1,1,13,20,1.3840000000000001,10.001818181818182,4.47213595499958
ibm,38/5,600,768,2000,0,1,1,16,20,1.3840000000000001,10.003333333333334,4.47213595499958
ibm,38/7,400,2000,4000,0,1,1,32,28,3.0,10.005,5.291502622129181
ibm,38/8,400,4000,8000,0,1,1,32,45,6.0,10.005,6.708203932499369
ibm,4321,900,1000,1000,0,1,2,11,18,1.0,10.002777777777778,4.242640687119285
ibm,4331-1,900,512,1000,0,1,2,11,17,0.756,10.002777777777778,4.123105625617661
ibm,4331-11,900,1000,4000,4,1,2,18,26,2.5,10.002777777777778,5.0990195135927845
ibm,4331-2,900,1000,4000,8,1,2,22,28,2.5,10.002777777777778,5.291502622129181
ibm,4341,900,2000,4000,0,3,6,37,28,3.0,10.00611111111111,5.291502622129181
ibm,4341-1,225,2000,4000,8,3,6,40,31,3.0,10.024444444444445,5.5677643628300215
ibm,4341-10,225,2000,4000,8,3,6,34,31,3.0,10.024444444444445,5.5677643628300215
ibm,4341-11,180,2000,8000,8,1,6,50,42,5.0,10.025,6.48074069840786
ibm,4341-12,185,2000,16000,16,1,6,76,76,9.0,10.024324324324324,8.717797887081348
ibm,4341-2,180,2000,16000,16,1,6,66,76,9.0,10.025,8.717797887081348
ibm,4341-9,225,1000,4000,2,3,6,24,26,2.5,10.024444444444445,5.0990195135927845
ibm,4361-4,25,2000,12000,8,1,4,49,59,7.0,10.14,7.681145747868608
ibm,4361-5,25,2000,12000,16,3,5,66,65,7.0,10.2,8.06225774829855
ibm,4381-1,17,4000,16000,8,6,12,100,101,10.0,10.588235294117647,10.04987562112089
ibm,4381-2,17,4000,16000,32,6,12,133,116,10.0,10.588235294117647,10.770329614269007
ibm,8130-a,1500,768,1000,0,0,0,12,18,0.884,10.000666666666667,4.242640687119285
ibm,8130-b,1500,768,2000,0,0,0,18,20,1.3840000000000001,10.000666666666667,4.47213595499958
ibm,8140,800,768,2000,0,0,0,20,20,1.3840000000000001,10.00125,4.47213595499958
ipl,4436,50,2000,4000,0,3,6,27,30,3.0,10.11,5.477225575051661
ipl,4443,50,2000,8000,8,3,6,45,44,5.0,10.11,6.6332495807108
ipl,4445,50,2000,8000,8,1,6,56,44,5.0,10.09,6.6332495807108
ipl,4446,50,2000,16000,24,1,6,70,82,9.0,10.09,9.055385138137417
ipl,4460,50,2000,16000,24,1,6,80,82,9.0,10.09,9.055385138137417
ipl,4480,50,8000,16000,48,1,10,136,128,12.0,10.13,11.313708498984761
magnuson,m80/30,100,1000,8000,0,2,6,16,37,4.5,10.05,6.082762530298219
magnuson,m80/31,100,1000,8000,24,2,6,26,46,4.5,10.05,6.782329983125268
magnuson,m80/32,100,1000,8000,24,3,6,32,46,4.5,10.055,6.782329983125268
magnuson,m80/42,50,2000,16000,12,3,16,45,80,9.0,10.21,8.94427190999916
magnuson,m80/43,50,2000,16000,24,6,16,54,88,9.0,10.24,9.38083151964686
magnuson,m80/44,50,2000,16000,24,6,16,65,88,9.0,10.24,9.38083151964686
microdata,seq.ms/3200,150,512,4000,0,8,128,30,33,2.2560000000000002,10.46,5.744562646538029
nas,as/3000,115,2000,8000,16,1,3,50,46,5.0,10.02608695652174,6.782329983125268
nas,as/3000-n,115,2000,4000,2,1,5,40,29,3.0,10.034782608695652,5.385164807134504
nas,as/5000,92,2000,8000,32,1,6,62,53,5.0,10.048913043478262,7.280109889280518
nas,as/5000-e,92,2000,8000,32,1,6,60,53,5.0,10.048913043478262,7.280109889280518
nas,as/5000-n,92,2000,8000,4,1,6,50,41,5.0,10.048913043478262,6.4031242374328485
nas,as/6130,75,4000,16000,16,1,6,66,86,10.0,10.06,9.273618495495704
nas,as/6150,60,4000,16000,32,1,6,86,95,10.0,10.075,9.746794344808963
nas,as/6620,60,2000,16000,64,5,8,74,107,9.0,10.125,10.344080432788601
nas,as/6630,60,4000,16000,64,5,8,93,117,10.0,10.125,10.816653826391969
nas,as/6650,50,4000,16000,64,5,10,111,119,10.0,10.17,10.908712114635714
nas,as/7000,72,4000,16000,64,8,16,143,120,10.0,10.180555555555555,10.954451150103322
nas,as/7000-n,72,2000,8000,16,6,8,105,48,5.0,10.11111111111111,6.928203230275509
nas,as/8040,40,8000,16000,32,8,16,214,126,12.0,10.325,11.224972160321824
nas,as/8050,40,8000,32000,64,8,24,277,266,20.0,10.425,16.30950643030009
nas,as/8060,35,8000,32000,64,8,24,370,270,20.0,10.485714285714286,16.431676725154983
nas,as/9000-dpc,38,16000,32000,128,16,32,510,426,24.0,10.657894736842104,20.639767440550294
nas,as/9000-n,48,4000,24000,32,8,24,214,151,14.0,10.354166666666666,12.288205727444508
nas,as/9040,38,8000,32000,64,8,24,326,267,20.0,10.447368421052632,16.34013463836819
nas,as/9060,30,16000,32000,256,16,24,510,603,24.0,10.7,24.55605831561735
ncr,v8535:ii,112,1000,1000,0,1,4,8,19,1.0,10.03125,4.358898943540674
ncr,v8545:ii,84,1000,2000,0,1,6,12,21,1.5,10.053571428571429,4.58257569495584
ncr,v8555:ii,56,1000,4000,0,1,6,17,26,2.5,10.080357142857142,5.0990195135927845
ncr,v8565:ii,56,2000,6000,0,1,8,21,35,4.0,10.098214285714286,5.916079783099616
ncr,v8565:ii-e,56,2000,8000,0,1,8,24,41,5.0,10.098214285714286,6.4031242374328485
ncr,v8575:ii,56,4000,8000,0,1,8,34,47,6.0,10.098214285714286,6.855654600401044
ncr,v8585:ii,56,4000,12000,0,1,8,42,62,8.0,10.098214285714286,7.874007874011811
ncr,v8595:ii,56,4000,16000,0,1,8,46,78,10.0,10.098214285714286,8.831760866327848
ncr,v8635,38,4000,8000,32,16,32,51,80,6.0,10.657894736842104,8.94427190999916
ncr,v8650,38,4000,8000,32,16,32,116,80,6.0,10.657894736842104,8.94427190999916
ncr,v8655,38,8000,16000,64,4,8,100,142,12.0,10.18421052631579,11.916375287812984
ncr,v8665,38,8000,24000,160,4,8,140,281,16.0,10.18421052631579,16.76305461424021
ncr,v8670,38,4000,16000,128,16,32,212,190,10.0,10.657894736842104,13.784048752090222
nixdorf,8890/30,200,1000,2000,0,1,2,25,21,1.5,10.0125,4.58257569495584
nixdorf,8890/50,200,1000,4000,0,1,4,30,25,2.5,10.0175,5.0
nixdorf,8890/70,200,2000,8000,64,1,5,41,67,5.0,10.02,8.18535277187245
perkin-elmer,3205,250,512,4000,0,1,7,25,24,2.2560000000000002,10.02,4.898979485566356
perkin-elmer,3210,250,512,4000,0,4,7,50,24,2.2560000000000002,10.026,4.898979485566356
perkin-elmer,3230,250,1000,16000,1,1,8,50,64,8.5,10.022,8.0
prime,50-2250,160,512,4000,2,1,5,30,25,2.2560000000000002,10.025,5.0
prime,50-250-ii,160,512,2000,2,3,8,32,20,1.256,10.040625,4.47213595499958
prime,50-550-ii,160,1000,4000,8,1,14,38,29,2.5,10.053125,5.385164807134504
prime,50-750-ii,160,1000,8000,16,1,14,60,43,4.5,10.053125,6.557438524302
prime,50-850-ii,160,2000,8000,32,1,13,109,53,5.0,10.05,7.280109889280518
siemens,7.521,240,512,1000,8,1,3,6,19,0.756,10.0125,4.358898943540674
siemens,7.531,240,512,2000,8,1,5,11,22,1.256,10.016666666666667,4.69041575982343
siemens,7.536,105,2000,4000,8,3,8,22,31,3.0,10.061904761904762,5.5677643628300215
siemens,7.541,105,2000,6000,16,6,16,33,41,4.0,10.114285714285714,6.4031242374328485
siemens,7.551,105,2000,8000,16,4,14,58,47,5.0,10.095238095238095,6.855654600401044
siemens,7.561,52,4000,16000,32,4,12,130,99,10.0,10.173076923076923,9.9498743710662
siemens,7.865-2,70,4000,12000,8,6,8,75,67,8.0,10.114285714285714,8.18535277187245
siemens,7.870-2,59,4000,12000,32,6,12,113,81,8.0,10.169491525423728,9.0
siemens,7.872-2,59,8000,16000,64,12,24,188,149,12.0,10.322033898305085,12.206555615733702
siemens,7.875-2,26,8000,24000,32,8,16,173,183,16.0,10.5,13.527749258468683
siemens,7.880-2,26,8000,32000,64,12,16,248,275,20.0,10.576923076923077,16.583123951777
siemens,7.881-2,26,8000,32000,128,24,32,405,382,20.0,11.115384615384615,19.544820285692065
sperry,1100/61-h1,116,2000,8000,32,5,28,70,56,5.0,10.150862068965518,7.483314773547883
sperry,1100/81,50,2000,32000,24,6,26,114,182,17.0,10.34,13.490737563232042
sperry,1100/82,50,2000,32000,48,26,52,208,227,17.0,10.8,15.066519173319364
sperry,1100/83,50,2000,32000,112,52,104,307,341,17.0,11.58,18.466185312619388
sperry,1100/84,50,4000,32000,112,52,104,397,360,18.0,11.58,18.973665961010276
sperry,1100/93,30,8000,64000,96,12,176,915,919,36.0,13.166666666666666,30.315012782448235
sperry,1100/94,30,8000,64000,128,12,176,1150,978,36.0,13.166666666666666,31.272991542223778
sperry,80/3,180,262,4000,0,1,3,12,24,2.1310000000000002,10.016666666666667,4.898979485566356
sperry,80/4,180,512,4000,0,1,3,14,24,2.2560000000000002,10.016666666666667,4.898979485566356
sperry,80/5,180,262,4000,0,1,3,18,24,2.1310000000000002,10.016666666666667,4.898979485566356
sperry,80/6,180,512,4000,0,1,3,21,24,2.2560000000000002,10.016666666666667,4.898979485566356
sperry,80/8,124,1000,8000,0,1,8,42,37,4.5,10.044354838709678,6.082762530298219
sperry,90/80-model-3,98,1000,8000,32,2,8,46,50,4.5,10.061224489795919,7.0710678118654755
sratus,32,125,2000,8000,0,2,14,52,41,5.0,10.072,6.4031242374328485
wang,vs-100,480,512,8000,32,0,0,67,47,4.256,10.002083333333333,6.855654600401044
wang,vs-90,480,1000,4000,0,0,0,45,25,2.5,10.002083333333333,5.0
